          0 ;  -9.864e-10
    0.01001 ;  -7.046e-10
    0.02002 ;  -3.664e-10
    0.03002 ;  -9.394e-11
    0.04003 ;   1.597e-10
    0.05004 ;   4.134e-10
    0.06005 ;    6.67e-10
    0.07005 ;   8.361e-10
    0.08006 ;    9.77e-10
    0.09007 ;   1.099e-09
     0.1001 ;   1.165e-09
     0.1101 ;   1.259e-09
     0.1201 ;   1.306e-09
     0.1301 ;   1.362e-09
     0.1401 ;   1.569e-09
     0.1501 ;   1.691e-09
     0.1601 ;   1.794e-09
     0.1701 ;   1.926e-09
     0.1801 ;    2.01e-09
     0.1901 ;   2.076e-09
     0.2002 ;   2.133e-09
     0.2102 ;   2.161e-09
     0.2202 ;   2.217e-09
     0.2302 ;    2.33e-09
     0.2402 ;   2.236e-09
     0.2502 ;   2.302e-09
     0.2602 ;   2.349e-09
     0.2702 ;   2.405e-09
     0.2802 ;   2.471e-09
     0.2902 ;   2.508e-09
     0.3002 ;   2.508e-09
     0.3102 ;   2.546e-09
     0.3202 ;   2.565e-09
     0.3303 ;   2.546e-09
     0.3403 ;   2.612e-09
     0.3503 ;   2.621e-09
     0.3603 ;   2.649e-09
     0.3703 ;   2.659e-09
     0.3803 ;   2.677e-09
     0.3903 ;   2.706e-09
     0.4003 ;   2.753e-09
     0.4103 ;   2.734e-09
     0.4203 ;   2.743e-09
     0.4303 ;   2.781e-09
     0.4403 ;    2.79e-09
     0.4503 ;   2.828e-09
     0.4604 ;   2.856e-09
     0.4704 ;   2.837e-09
     0.4804 ;   2.875e-09
     0.4904 ;   2.903e-09
     0.5004 ;   2.884e-09
     0.4904 ;   2.884e-09
     0.4804 ;   2.922e-09
     0.4704 ;   2.912e-09
     0.4604 ;   2.884e-09
     0.4503 ;   2.865e-09
     0.4403 ;   2.893e-09
     0.4303 ;   2.893e-09
     0.4203 ;   2.865e-09
     0.4103 ;   2.875e-09
     0.4003 ;   2.828e-09
     0.3903 ;   2.847e-09
     0.3803 ;   2.865e-09
     0.3703 ;   2.912e-09
     0.3603 ;   2.856e-09
     0.3503 ;   2.903e-09
     0.3403 ;   2.884e-09
     0.3303 ;   2.865e-09
     0.3202 ;   2.856e-09
     0.3102 ;   2.875e-09
     0.3002 ;   2.865e-09
     0.2902 ;   2.875e-09
     0.2802 ;   2.875e-09
     0.2702 ;   2.865e-09
     0.2602 ;   2.912e-09
     0.2502 ;   2.903e-09
     0.2402 ;    2.94e-09
     0.2302 ;   3.044e-09
     0.2202 ;   3.072e-09
     0.2102 ;     3.1e-09
     0.2002 ;   3.166e-09
     0.1901 ;   3.194e-09
     0.1801 ;   3.241e-09
     0.1701 ;   3.288e-09
     0.1601 ;   3.363e-09
     0.1501 ;   3.382e-09
     0.1401 ;   3.457e-09
     0.1301 ;   3.485e-09
     0.1201 ;   3.504e-09
     0.1101 ;   3.542e-09
     0.1001 ;   3.523e-09
    0.09007 ;   3.532e-09
    0.08006 ;   3.457e-09
    0.07005 ;    3.41e-09
    0.06005 ;   3.279e-09
    0.05004 ;   3.166e-09
    0.04003 ;   3.053e-09
    0.03002 ;   2.884e-09
    0.02002 ;   2.706e-09
    0.01001 ;   2.536e-09
          0 ;   2.273e-09
   -0.01001 ;   2.151e-09
